CSV ID,GreatWalk,Map icon name,Plotted on app,Action,Description,Longitude,Latitude,New Longitude,New Latitude,POIIconType,Reviewed,Comments
83,LakeWaikaremoana,Marauiti Hut,Yes,Change map icon name and check co-ordinates and replace combined campsite/hut icon with hut icon,,176.996,-38.7677,176.996216,-38.765931,Camphut,Andrew Evans,New coordinate
84,LakeWaikaremoana,Tapuaenui Shelter,Yes,Remove - replaced by CSV ID 87,,177.052,-38.7363,177.052216,-38.734531,Shelter,Andrew Evans,New coordinate
85,LakeWaikaremoana,Korokoro Campsite and Shelter,Yes,"Change map icon name, check co-ordinates and combine shelter icon and campsite icon into one or put these icons side-by-side as the campsite and shelter are on the same site",,176.987,-38.7937,176.987216,-38.791931,Campsite,Andrew Evans,New coordinate
86,LakeWaikaremoana,Waiopaoa Hut and Campsite,Yes,Check co-ordinates,,176.993,-38.8091,176.993216,-38.807331,Camphut,Andrew Evans,New coordinate
87,LakeWaikaremoana,Tapuaenui Campsite and Shelter,Yes,"Change map icon name, check co-ordinates and combine campsite and shelter icon into one or put these icons side-by-side as the campsite and shelter are on the same site.",,177.052,-38.7359,177.052216,-38.734131,Campsite,Andrew Evans,New coordinate
88,LakeWaikaremoana,Waiharuru Hut and Campsite,Yes,Change map icon name and check co-ordinates,,177.033,-38.7436,177.033216,-38.741831,Camphut,Andrew Evans,New coordinate
89,LakeWaikaremoana,Korokoro Camping Shelter,Yes,Remove - replaced by CSV ID 85,,176.986,-38.7946,176.986216,-38.792831,Shelter,Andrew Evans,New coordinate
90,LakeWaikaremoana,Maraunui Campsite and Shelter,Yes,"Change map icon name, check co-ordinates and combine campsite and shelter icon into one or put these icons side-by-side as the campsite and shelter are on the same site.",,176.988,-38.7685,176.988216,-38.766731,Shelter,Andrew Evans,New coordinate
91,LakeWaikaremoana,Onepoto Bay Shelter,Yes,Check co-ordinates,,177.12,-38.8004,177.120216,-38.798631,Shelter,Andrew Evans,New coordinate
92,LakeWaikaremoana,Whanganui Hut,Yes,Check co-ordinates,,177.04,-38.7205,177.040216,-38.718731,Hut,Andrew Evans,New coordinate
93,LakeWaikaremoana,Aniwaniwa Visitor Centre,Yes,Check co-ordinates,,177.16,-38.7427,177.160216,-38.740931,VisitorCentre,Andrew Evans,New coordinate
99,LakeWaikaremoana,Waikaremoana Motor Camp,Yes,Remove - replaced by CSV ID 28,"Lakeside motorcamp with a variety of accommodation options, from fully equipped cabins to campsites. Swim, fish, boat, relax before or after the Great Walk. Easy access to all the Waikaremoana short walks, such as to the Aniwaniwa Falls, Ngamoko, or the 1000 year-old rata tree.",177.09,-38.7336,177.15,38.75,Feature,Andrew Evans,Cannot locate
100,LakeWaikaremoana,Armed Constabulary Redoubt,Yes,"Change map icon name, add description and check co-ordinates","The second of three military sites, based at Onepoto during the Maori Land Wars, this redoubt was built in 1868. At the start of the Lake Waikaremoana Great Walk, the approach track to Panekire brings you past the rock where soldiers carved their names in the 1860's, dating their graffiti, and across what was once the parade ground.  Exploring the side track here uncovers the old camp ovens and other remnants of the redoubt.",177.115,-38.8026,177.1199,-38.80405,Feature,Andrew Evans,The Armed Constabulary Redoubt and the Onepoto Redoubt are one and the same. The redoubt covers a fairly large area.
101,LakeWaikaremoana,Panekire Lookout,Yes,"Change map icon name, description and check co-ordinates",A great spot to take a well-earned rest after your climb to reach the top. Get your camera ready as the panoramic views of the lake and surrounding region will take your breath away.,177.089,-38.7898,177.05206,-38.81238,Feature,Andrew Evans,New coordinates provided and change in name
NEW!,LakeWaikaremoana,Papakorito Falls ,No,Add - new co-ordinates and waterfall icon,An impressive 20 metre waterfall that is worth seeing! It takes about 10 minutes return to reach the waterfall on an easy walking track from the nearby Aniwaniwa Visitor Centre.,,,177.17628,-38.74086,Waterfall,,New
,,,,,,,,,,,,
29,MilfordTrack,Bell Rock,Yes,Check co-ordinates and change description,"Bell Rock was hollowed out by Mackay Falls and then turned upside down. It is possible to stand in the hollowed out part, which is over 4 metres high inside.",167.7992208,-44.74145562,167.79927,-44.739815,Generic POI,Andrew Evans,New coordinate
30,MilfordTrack,Giants Gate Falls,Yes,Check co-ordinates,"One of the most beautiful waterfalls you'll see, and you can't miss it as the swingbridge crosses right beside it. ",167.8521028,-44.70552249,167.852154,-44.70388,Waterfall,Andrew Evans,New coordinate
31,MilfordTrack,Lake Ada,Yes,Check co-ordinates and change description,"Lake Ada was part of Milford Sound until about 1,000 years ago, when a landslip blocked it off.",167.864965,-44.70303203,167.865016,-44.70139,Historic site,Andrew Evans,New coordinate
32,MilfordTrack,Mackay Falls,Yes,Check co-ordinates,This highly photographed waterfall has become an icon of the Milford Track.,167.7980478,-44.73113205,167.798097,-44.729491,Waterfall,Andrew Evans,New coordinate
33,MilfordTrack,Mackinnon Pass Shelter,Yes,Change map icon name and check co-ordinates,"A memorial to the Quinin Mackinnon marks this spectacular main-divide pass surrounded by glacier encrusted mountains.  In 1888 the government funded the first track-making expeditions in the Arthur and Clinton Valleys as an incentive to find an accessible route to Milford Sound. Quntin Mackinnnon and Earnest Mitchell found the Mackinnon Pass the same year, and Mackinnon quickly established himself as the first guide on the Milford Track. ",167.7665696,-44.80292374,167.766618,-44.801286,Generic POI,Andrew Evans,Okay
34,MilfordTrack,Milford Sound,Yes,Check co-ordinates,The spectacular conclusion to the 'Finest Walk in the World',167.9255595,-44.67527998,167.925613,-44.673636,Generic POI,Andrew Evans,Okay
35,MilfordTrack,The Pass Day Shelter,Yes,Remove - replaced by CSV ID 33,"The Pass Day Shelter is 20 minutes from the memorial, crossing the highest point on the track at 1154 metres. The shelter is supplied with a gas-cooker during summer and has the toilet with the best view in Fiordland! ",167.7756734,-44.80239051,167.775722,-44.800753,Scenic Lookout,Andrew Evans,New coordinate
36,MilfordTrack,The Wetland Walkway,Yes,Check co-ordinates and change description,A short side track to the wetland area is signposted 10 minutes before Clinton Hut. A boardwalk winds its way over this diverse and interesting wetland environment to an open platform which affords spectacular views of the Clinton Valley and Mt.Sentinel.,167.9084976,-44.90873808,167.908552,-44.907105,Side trip,Andrew Evans,Okay
68,MilfordTrack,Blue duck/whio,Yes,"Change map icon name, change description and check co-ordinates","Look out for blue duck/whio riding rapids on the Clinton and Arthur Rivers. Often hard to spot, their blue-grey feathers provide perfect camouflage amongst rocks. Males whistle a call of 'fee-o' while females make a low rattling sound.",167.8474666,-44.87289125,167.847519,-44.871256,Birdwatching,Andrew Evans,Okay
69,MilfordTrack,Clinton River Swing Bridge,Yes,Check co-ordinates and change description,"Cross the Clinton River on this impressive 72 metre suspension bridge, built by Fijian engineers in 1978. The bridge is a great place to spot eels and trout in the river.",167.9301477,-44.91947415,167.930203,-44.917841,Generic POI,Andrew Evans,New coordinate
70,MilfordTrack,Sutherland Falls,Yes,Check co-ordinates and change description,Spectacular Sutherland Falls drops 580 metres in three leaps from Lake Quill. Leave your pack at the shelter but don't forget to take your raincoat - the falls generate a lot of spray! Allow 1.5 hours for the return trip.,167.7327528,-44.79799943,167.7328,-44.796361,Waterfall,Andrew Evans,New coordinate
174,MilfordTrack,Dumpling Hut,Yes,Check co-ordinates,,167.764,-44.7691,167.764048,-44.767461,Hut,Andrew Evans,New coordinate
175,MilfordTrack,Sandfly Point Shelter,Yes,Check co-ordinates,,167.902,-44.6833,167.902053,-44.681657,Shelter,Andrew Evans,New coordinate
176,MilfordTrack,Giants Gate Shelter,Yes,Check co-ordinates,,167.851,-44.7064,167.851051,-44.704758,Shelter,Andrew Evans,New coordinate
177,MilfordTrack,Mackay Falls,Yes,Remove - already shown as CSV ID 32,,167.798,-44.7312,DELETE,DELETE,Feature,Andrew Evans,Already shown as CSV ID 32 (DOCDM-1145173)
178,MilfordTrack,Boatshed Shelter,Yes,Change map icon name and check co-ordinates,,167.803,-44.7379,167.80305,-44.736259,Feature,Andrew Evans,New coordinate
179,MilfordTrack,Andersons Cascade Shelter,Yes,Check co-ordinates - new co-ordinates provided,,167.775,-44.7928,167.773075,-44.794456,Shelter,Andrew Evans,New coordinate
180,MilfordTrack,Mintaro Hut,Yes,Check co-ordinates,,167.782,-44.8099,167.782049,-44.808263,Hut,Andrew Evans,New coordinate
181,MilfordTrack,Quintin Shelter,Yes,Change map icon name and check co-ordinates,,167.754,-44.7913,167.754048,-44.789662,Shelter,Andrew Evans,New coordinate
182,MilfordTrack,Mackinnon Pass Shelter,Yes,Remove - replaced by CSV ID 33,,167.776,-44.8024,167.776049,-44.800762,Shelter,Andrew Evans,Could be already shown as CSV ID 35 (DOCDM-1145173) - included just in case it is not
183,MilfordTrack,Mackinnon Memorial,Yes,Remove - replaced by CSV ID 33,,167.765,-44.8022,167.765049,-44.800562,Feature,Andrew Evans,New coordinate
184,MilfordTrack,Bus Stop Shelter,Yes,Check co-ordinates,,167.804,-44.8404,167.804051,-44.838764,Shelter,Andrew Evans,New coordinate
185,MilfordTrack,Clinton Hut,Yes,Check co-ordinates,,167.908,-44.9053,167.908054,-44.903666,Hut,Andrew Evans,New coordinate
186,MilfordTrack,Glade Wharf,Yes,Check co-ordinates,,167.93,-44.9323,167.930055,-44.930668,Feature,Andrew Evans,New coordinate
187,MilfordTrack,Mirror Lake,Yes,Remove - not a feature on the track!,,167.785,-44.8175,167.78505,-44.815863,Feature,Andrew Evans,New coordinate
,,,,,,,,,,,,
37,RakiuraTrack,Gallon's Sawmill,No,"Add co-ordinates, description and binoculars map icon","The Rakiura Track runs past a number of old sawmill sites that once dotted the island's coastline. The first sawmill was built here in 1861 when Gallon dammed the small stream that flows into the head of Kaipipi Inlet to direct water into a race to a waterwheel to power his saw. No structures remain today, but there is still evidence of the rock lined pit where the waterwheel once stood and onsite interpretation tells the story of this mill. ",168.0643266,-46.89618488,168.064417,-46.894617,Historical site,Andrew Evans,New coordinate
38,RakiuraTrack,Kaipipi Bay,No,"Add co-ordinates, add description and binoculars map icon","Today this is a tranquil picnic spot, but not so in the late 1800s - early 1900s when a long bridge and tramline spanned the Kaipipi shallows to allow saw millers to tap into the centuries old rimu which was the preferred timber for furniture and buildings. ",168.069611,-46.906316,168.069701,-46.904749,"Lake, River, stream, beach",Andrew Evans,Okay
39,RakiuraTrack,Lee Bay,Yes,Change description and check co-ordinates,"Look for the anchor chain sculpture, which marks the entrance to Rakiura National Park and the beginning of the track. The sculpture signifies that Stewart Island/Rakiura is the anchor stone of Maui's canoe in Maori legend.",168.1224883,-46.86334541,168.122579,-46.861776,Generic POI,Andrew Evans,Okay
40,RakiuraTrack,Maori Beach,Yes,Change description and check co-ordinates,"Site of early Maori kaika (Maori village) at Peter's Point and an area of significant sawmilling & logging from 1913 - 1931. The wharf, mill houses and school are long gone - abandoned machinery and tramlines are all that remain of the once thriving community.",168.0868287,-46.85721714,168.086918,-46.855648,Historic site,Andrew Evans,New coordinate
41,RakiuraTrack,Podocarp Forest,No,Do not add,"The whole of the Rakiura Track has beautiful Podocarp - Broadleaf rainforest, however the second day of the Rakiura Track takes you through a section in the middle of un-milled ""virgin"" forest where you are able to see large stands of old  Rimu, Rata, Miro, Totara & Kamahi. ",168.0769348,-46.84676372,168.077024,-46.845194,Generic POI,Andrew Evans,Okay
42,RakiuraTrack,Port William / Potirepo,Yes,Check co-ordinates and change description,"Port William is a nice sheltered harbour and has been the site of a range of commercial industries over the years, from fishing, mining and farming to even a small Gold Rush. Rakiura tokoeka/kiwi can be heard and sometimes seen in this area.",168.0822659,-46.83753322,168.082355,-46.835964,Generic POI,Andrew Evans,New coordinate
71,RakiuraTrack,Historic Log Haulers,Yes,Check co-ordinates,"Take a breather at the log haulers, remnants of a bygone era when these massive machines were used to drag the forest giants from the depths of the gullies and hillsides. ",168.0686522,-46.8455242,168.068741,-46.843955,Historic site,Andrew Evans,New coordinate
72,RakiuraTrack,North Arm Hut and Campsite,Yes,Change map name icon and combine hut and campsite icons into one or put these icons side-by-side as they are on the same site,"North Arm hut looks out over a large tidal bay, at the head of Paterson Inlet, where wading birds may often be seen feeding at low tide.",168.0184628,-46.88298688,168.018552,-46.881419,Scenic Lookout **This should be the Hut icon!,Andrew Evans,New coordinate
73,RakiuraTrack,Ulva Island,Yes,Change description and check co-ordinates,"This predator-free island sanctuary is just a short 5 minute water taxi ride from Oban, the island's only township. Explore the island and spot rare and endangered native birds, many of which have been re-introduced.",168.135817,-46.932864,168.135909,-46.931297,Birdwatching,Andrew Evans,Okay
198,RakiuraTrack,Rakiura National Park Visitor Centre,Yes,Check co-ordinates,,168.128,-46.8983,168.128091,-46.896732,VisitorCentre,Andrew Evans,New coordinate
199,RakiuraTrack,Maori Beach Campsite and Shelter,Yes,Change map name icon and combine shelter and campsite icons into one or put these icons side-by-side as they are on the same site,,168.088,-46.8573,168.08809,-46.855731,Campsite,Andrew Evans,New coordinate
200,RakiuraTrack,Maori Beach Shelter,Yes,Remove - replaced by CSV ID 199,,168.089,-46.8568,168.08909,-46.855231,Shelter,Andrew Evans,New coordinate
201,RakiuraTrack,Port William Hut and Campsite,Yes,Change map name icon and check co-ordinates,,168.087,-46.836,168.087089,-46.83443,Camphut  **This is a hut as well as a campsite - update description,Andrew Evans,New coordinate
202,RakiuraTrack,North Arm Campsite,Yes,Remove - replaced by CSV ID 72,,168.033,-46.8985,168.03309,-46.896933,Campsite **Merge with North Arm Hut icon as they are next to each other,Andrew Evans,Cannot locate
203,RakiuraTrack,North Arm Shelter,Yes,Check co-ordinates,,168.034,-46.8986,168.03409,-46.897033,Shelter,Andrew Evans,New coordinate
NEW!,RakiuraTrack,Port William Shelter,No,Add co-ordinates and shelter map icon,,,,168.087089,-46.83443,Shelter,,
,,,,,,,,,,,,
43,RouteburnTrack,Bridal Veil Falls,Yes,Check co-ordinates and add description,"A pretty waterfall that gently cascades down the valley, don't forget to take a few snapshots as you walk past on the track.",168.2585189,-44.71041039,168.258581,-44.708768,Waterfall,Andrew Evans,New coordinate
44,RouteburnTrack,Harris Saddle,Yes,Check co-ordinates and add description,"The long climb to the Harris Saddle, the highest point of the track, is worth every step. The saddle has pretty little tarns (mountain lakes) hidden in its folds.",168.172436,-44.72567449,168.172496,-44.724033,Generic POI,Andrew Evans,New coordinate
45,RouteburnTrack,Lake Harris,Yes,Check co-ordinates and add description,"A hidden delight! The track sidles past this beautiful deep blue mountain lake, tucked into the surrounding mountains and alpine valley.",168.1741112,-44.72529397,168.174172,-44.723652,Lake,Andrew Evans,New coordinate
46,RouteburnTrack,Routeburn Falls,Yes,Check co-ordinates and add description,"Enjoy the dramatic landscape around the Falls, before descending to the alpine meadows of the Routeburn Flats.",168.1991291,-44.72552828,168.19919,-44.723887,Waterfall,Andrew Evans,Okay
47,RouteburnTrack,Routeburn Falls Hut,Yes,Check co-ordinates,,168.1991291,-44.72552828,168.19919,-44.723887,Hut,Andrew Evans,New coordinate
48,RouteburnTrack,View from 'The Big Slip',Yes,Check co-ordinates and add description,‘The Big Slip’ happened in 1997 and cleared the beech forest from around the track affording views back down the Routeburn as well as up the Routeburn (north branch) towards Mt. Somnus (2293 metres) and Mt Momus (2148 metres).,168.2094805,-44.73037644,168.209542,-44.728735,Scenic Lookout,Andrew Evans,Okay
49,RouteburnTrack,Hollyford Valley,Yes,"Check co-ordinates, change map icon name and add description",Look over the Hollyford Valley to the ice capped Darran Mountains before descending to Lake Mackenzie.,168.1673282,-44.73240166,168.167388,-44.73076,Scenic Lookout,Andrew Evans,Okay
74,RouteburnTrack,Pounamu trail,Yes,Delete co-ordinate,"Follow in the footsteps of the ancient Tai Poutini iwi (tribe) who regularly walked the Routeburn Valley to the head of Lake Whakatipu in search of Pounamu (jade/greenstone), a prized stone used for tools, weapons and ornaments.",168.117697,-44.824775,168.117756,-44.823138,Historic site,Andrew Evans,Cannot locate
75,RouteburnTrack,Routeburn Gorge,Yes,Delete co-ordinate,"Gorge-ous! History buffs will love the old forge and blacksmiths camp. From here, a short track leads to the site which supported construction of the early bridle track.",168.2470234,-44.7149846,168.247086,-44.713343,Historic site,Andrew Evans,Cannot locate
76,RouteburnTrack,Spot yellowhead/mohua,Yes,"Change map icon name, change description and check co-ordinates",Spot the endangered yellowhead/mohua. This cute little songster is often perched high in the treetops. Listen out for its distinctive chirpy song along the first 3 kms of the track.,168.2597643,-44.71064194,168.259827,-44.709,Birdwatching,Andrew Evans,Okay
165,RouteburnTrack,Routeburn Flats Hut and Campsite,Yes,Check co-ordinates,,168.211,-44.725,168.211061,-44.723359,Camphut,Andrew Evans,New coordinate
166,RouteburnTrack,Conical Hill,Yes,Check co-ordinates,"Take the popular side trip to Conical Hill (1515m) and you’ll be rewarded with spectacular views on a good day of the Hollyford Valley through to Lake McKerrow, Martins Bay and the Tasman Sea.",168.169,-44.7216,168.16906,-44.719958,Feature,Andrew Evans,New coordinate
167,RouteburnTrack,Harris Saddle Shelter,Yes,Check co-ordinates,"From the Harris shelter, you are surrounded by mountains. Follow the well-trodden path from the shelter heading up to Conical Hill (1515m) to enjoy 360° panoramic views.",168.171,-44.7274,168.17106,-44.725759,Shelter,Andrew Evans,New coordinate
168,RouteburnTrack,Lake Mackenzie Hut and Campsite,Yes,Check co-ordinates,,168.176,-44.7642,168.176061,-44.76256,Camphut,Andrew Evans,New coordinate
169,RouteburnTrack,Lake Howden Hut,Yes,Check co-ordinates,,168.135,-44.8166,168.13506,-44.814962,Hut,Andrew Evans,New coordinate
170,RouteburnTrack,Key Summit Lookout,Yes,Check co-ordinates,,168.126,-44.8148,168.126059,-44.813162,Feature,Andrew Evans,New coordinate
171,RouteburnTrack,The Divide Shelter,Yes,Check co-ordinates,,168.117,-44.8252,168.117059,-44.823563,Shelter,Andrew Evans,New coordinate
172,RouteburnTrack,Routeburn Shelter,Yes,Change map icon name and check co-ordinates,,168.279,-44.7188,168.279063,-44.717158,Shelter,Andrew Evans,New coordinate
173,RouteburnTrack,Lake Howden Campsite,Yes,Check co-ordinates,,168.137,-44.8255,168.13706,-44.823863,Campsite,Andrew Evans,New coordinate
